SHAC.SunICRF.AOP          SHAC.SunICRF.INC          SHAC.Sun.TA               SHAC.SunICRF.RAAN         SHAC.Sun.RMAG             SHAC.ElapsedDays          
177.0470497096867         23.11423034155676         21.77861198988655         0.3026303620310041        151379406.7547664         16.47357959912188         
177.0470538841091         23.1142303965707          24.90917157465877         0.3026304200639831        154273430.2109742         17.92912726917712         
177.0470587128201         23.11423030791916         27.99864129837482         0.302630489232169         157616600.5022702         19.42477403418889         
177.0470642638914         23.11423023326637         31.04124078934359         0.3026305221922198        161427138.8120085         20.9660534945142          
177.0470705222775         23.1142303362688          34.01800618523681         0.3026305368380523        165704578.6350511         22.55139126937138         
177.047077425976          23.11423050087889         36.90344291107878         0.3026305801721775        170427208.3801355         24.17380494368263         
177.0470850277673         23.11423055317334         39.68329405241731         0.3026306206159102        175576726.820574          25.83001539528777         
177.0470933847065         23.1142305688804          42.35372943686108         0.3026306371284457        181145377.6358176         27.52114062808687         
177.0471024548511         23.11423064580095         44.91994399426824         0.3026307409667537        187142855.8577995         29.25336206020438         
177.0471123296219         23.11423068266289         47.38946360205851         0.3026309438452268        193589082.350726          31.0348623584141          
177.0471233188452         23.11423069029103         49.77015962489883         0.3026310751396505        200512079.1000197         32.87501149047603         
177.0471355472346         23.11423076319068         52.06544461765727         0.3026311307397551        207933367.7611375         34.78063368328003         
177.0471490274034         23.11423073405917         54.27907476759685         0.3026312178088695        215879449.8293924         36.75934857209359         
177.0471639760278         23.11423074126469         56.41152998599024         0.302631247624348         224367786.0914955         38.81619230352226         
177.0471803456379         23.1142309388474          58.46422192481981         0.3026313713904069        233419653.7091508         40.95700074167689         
177.0471982545628         23.1142310203562          60.43517770280204         0.3026315660838724        243039697.9463194         43.18366127389163         
177.047217963841          23.11423108659346         62.3248907656598          0.302631685939363         253239710.7671139         45.49984741517983         
177.0472393542291         23.11423103943404         64.13539176017994         0.3026319404946797        264038049.6762985         47.91070384092745         
177.0472628710843         23.11423103872969         65.86834655208811         0.3026320212372575        275450432.4017962         50.42072165810532         
177.0472883704709         23.11423121097548         67.52608994282855         0.3026321714896427        287496262.6646875         53.03515485358366         
177.0473161412437         23.1142312155643          69.11148096501917         0.3026322417292742        300199492.7656285         55.76016277822055         
177.0473462301147         23.11423126735338         70.62745119587193         0.3026323191020819        313586579.2031469         58.60234309807856         
177.0473789044086         23.11423120466722         72.0770192211269          0.3026322919542799        327687315.299843          61.56890392939385         
177.047414707273          23.1142311482454          73.46264963810594         0.3026317933625806        342528590.7596464         64.66636043961626         
177.0474533119994         23.11423109926455         74.78557894802697         0.3026312293402835        358123669.8252233         67.8983613028613          
177.0475019126385         23.1142310217459          76.24274532001584         0.3026303109939604        377162982.9867945         71.81824910684372         
177.0475485614473         23.11423082682096         77.45735054503511         0.3026288928091145        394757236.7038327         75.41993670645024         
177.0476075010075         23.11423057300928         78.78858105986191         0.3026263534098043        416138864.6847831         79.77537888032384         
177.047672443865          23.1142303097857          80.05176728554348         0.3026228005555223        438792641.6533671         84.36926190861413         
177.0477448186199         23.11422979233958         81.25384669271141         0.3026175270863405        462862089.9294788         89.23180237381894         
177.0478264946983         23.11422905498615         82.39719986757289         0.3026094122415149        488426088.0777184         94.3799890090886          
177.0479182538098         23.11422839343883         83.48423561940807         0.3025986513574428        515569575.7990314         99.8320156995178          
177.0480238905258         23.11422743032491         84.51512330994559         0.3025830702102387        544318085.734341          105.5941674169444         
177.0481440493146         23.11422639462329         85.46908498396954         0.3025623023643126        573985980.8007841         111.5305933297277         
177.0482517607459         23.11422533524251         86.1686616139507          0.3025418504673746        597913501.9385321         116.3127581633671         
177.0483567498369         23.11422434132899         86.73742694288183         0.3025212856424437        618905886.3360506         120.5050820370961         
177.0484585177129         23.11422359754059         87.20563435332814         0.3025025599793386        637336702.9048154         124.1838420286731         
177.048556669047          23.11422299627396         87.59539458694302         0.302487528697258         653545090.918462          127.4177312597021         
177.0486507724251         23.11422262734648         87.9229175456686          0.3024780665339898        667821551.9278617         130.26532394065           
177.048738973209          23.11422264009937         88.20039646412717         0.3024774124981734        680417431.5095818         132.7771383994332         
177.0488191512449         23.11422309617074         88.43712518422751         0.3024891506955587        691547979.4630555         134.9963455909528         
177.0488890300729         23.11422396765859         88.64033128817518         0.3025171938509198        701399217.9990727         136.9601965386246         
177.0489446962811         23.11422543172619         88.81570566211512         0.3025671977727126        710131656.5869489         138.7007976889436         
177.0489819618647         23.11422752879438         88.96778803025852         0.3026454059221871        717884166.7634921         140.2459046819567         
177.0489957027747         23.11423052691621         89.10023602384621         0.3027593137564866        724776902.8148978         141.6195178561102         
177.0489793617526         23.11423468425251         89.21602545154963         0.3029182277212541        730914006.3025745         142.8424297681122         
177.0489248838247         23.11424016343684         89.31760392215345         0.3031334281267815        736386191.0440743         143.9327458242842         
177.0488226494182         23.11424718366252         89.40699298190889         0.3034183240890577        741272203.3371            144.9061788691688         
177.048661222178          23.11425606938531         89.48587653966825         0.3037888172957502        745640666.0729574         145.7764190551388         
177.04842693202           23.11426721979431         89.55567119257822         0.3042638467954788        749551772.8788056         146.5554730078948         
177.0481034878426         23.1142810907263          89.6175631598371          0.3048658537398642        753057714.6887949         147.2537499691462         
177.0476714708929         23.11429821102846         89.67256745964015         0.3056215217153434        756204786.2149065         147.8804822024031         
177.0471079607229         23.1143191987087          89.72153939307829         0.3065622391315745        759033121.646396          148.4436729521112         
177.0463859640671         23.11434478010991         89.76521017596305         0.3077248945181486        761578025.0572851         148.9503618717499         
177.0454738116215         23.11437580556762         89.80420566169919         0.3091526860213149        763870520.8500158         149.4067349830511         
177.0443342327291         23.11441327367842         89.83906910217118         0.3108964020415199        765938279.2522207         149.8183092022809         
177.0429236143798         23.11445834926815         89.87026585879144         0.3130153781829096        767805583.8671974         150.1899260964856         
177.0411914068795         23.11451237878548         89.89819062572339         0.3155782476278023        769493506.4016318         150.5257868978224         
177.039078239428          23.11457694608522         89.92319196001677         0.3186655888501191        771021192.8253229         150.8297086214661         
177.0361840696244         23.11466374705255         89.94801295216784         0.3228470590315839        772557912.9304506         151.1353637397769         
177.0330294147323         23.11475688882917         89.96772481066044         0.3273626584310789        773797466.674655          151.3818563581517         
177.028766941772          23.11488108314546         89.98718976472065         0.3334161102247939        775044842.2316234         151.6298438447775         
177.024147166833          23.1150142100209          90.00262854372146         0.3399332761107616        776057738.3618133         151.8311617809377         
177.0179782643618         23.11519036564992         90.01770023578153         0.3485859512181336        777076407.8982288         152.0335694721798         
177.0104858001621         23.11540268437247         90.03080324816847         0.3590405962739875        777998831.3393803         152.2167935174584         
177.0014559203015         23.11565709013676         90.04200309437974         0.371584082508386         778831297.3761294         152.3820904871172         
176.9906269659847         23.11596096613235         90.05139110816282         0.386568393607773         779582528.5750724         152.531200075653          
176.9776952165618         23.11632304474286         90.05904099491903         0.4044021195826418        780260910.6942768         152.6657943611135         
176.9622728092375         23.11675466996061         90.06501397179096         0.4256079950386284        780875449.3783036         152.7876673444771         
176.943984010875          23.11726722602898         90.06931409846662         0.4506901895922494        781431442.5958883         152.8978767249209         
176.9222688184754         23.11787781612635         90.07194591983261         0.480403687253682         781937127.6477953         152.9980619788766         
176.9217883817082         23.11789135606889         90.0719817725785          0.4810603973775642        781946912.5774659         153                       
176.9217883572735         23.11789135573898         90.07255292202868         0.4810603822536205        781981974.7788275         153.0069444444453         
176.921788296344          23.11789135489889         90.07397644405351         0.4810603445278571        782069376.8227718         153.0242553556527         
176.9217881416763         23.11789135265455         90.07758580919632         0.4810602486572493        782291073.8024367         153.0681648206591         
176.9217877442337         23.11789134616287         90.08683326673943         0.4810600016008802        782859651.3920265         153.1807777321083         
176.9217867568707         23.11789132578916         90.10964076813715         0.4810593833093489        784265502.5059097         153.4592218200705         
176.9217848194183         23.11789127213893         90.15370345074348         0.48105815289867          786995862.4853604         154                       
176.4044292196668         23.13338822765997         90.03147033233105         1.177144219522709         787030941.107206          154.0069444444453         
175.9005033566684         23.15148411030868         89.91107321395059         1.856673825360845         787063494.1661522         154.0133831140483         
175.5211913208765         23.16707932162089         89.8195232296583          2.369221993836844         787087094.8433707         154.0180476728492         
175.1168139581792         23.18559226852758         89.72099861682058         2.916703744419844         787111513.8009676         154.0228710069496         
174.8920998657367         23.19672931571866         89.66581764099398         3.221439138243985         787124788.0343046         154.025491756569          
174.6333220288897         23.21031253999204         89.60187662514734         3.572827313092914         787139838.1480896         154.0284620946768         
174.365072360171          23.22525570331031         89.5351344394699          3.937613573800212         787155194.5299428         154.031491779293          
174.0769312818442         23.24229351074173         89.46290281028139         4.330080802383719         787171438.2330444         154.0346953474582         
173.8426766999143         23.25690445393671         89.40375353250305         4.649650031220864         787184470.4215479         154.0372646927572         
173.6272659345458         23.27094615006151         89.34901484341293         4.943920601669037         787196329.5593659         154.0396021269917         
173.4307528449997         23.28426627951984         89.29878018612162         5.21272599353397          787207053.0447718         154.0417152137088         
173.2060797810444         23.30009623704735         89.24098936506552         5.520472281860544         787219211.7723689         154.0441105482969         
172.91741728368           23.32138426100274         89.16616266238222         5.916548984849841         787234691.4260477         154.0471592772083         
172.648371169536          23.3421967922593          89.09581836934971         6.286422928780971         787248993.4717331         154.0499752680116         
172.3377286018638         23.36740612756504         89.0138492510285          6.714370415727677         787265379.3151401         154.0532006415233         
172.0328321260161         23.39339310926637         88.93258695639821         7.135363743784263         787281353.4801663         154.0563441030681         
171.7005782178195         23.42313433987265         88.84308412578595         7.595261487332296         787298667.1110677         154.0597502380406         
171.4000571649037         23.45133105633726         88.76124340100961         8.012292180365591         787314267.9430292         154.0628186601898         
171.1006468839265         23.48066580196551         88.6788352159068          8.428820618791399         787329778.5994555         154.065868699814          
170.8256446008811         23.50871734558406         88.60235148051676         8.812342651357648         787344015.5931361         154.0686677681006         
170.5762421077459         23.53508800057074         88.53230745335729         9.160977296750275         787356934.8538162         154.0712073766263         
170.3169320467739         23.5634576490595          88.45877176565016         9.524311597456636         787370389.7994317         154.0738519376027         
170.1007500625817         23.58786007076912         88.39689644202818         9.827900505904058         787381635.3284266         154.076061995569          
169.9173496621748         23.60910428031322         88.34398576281333         10.08595548090463         787391203.04803           154.0779421631451         
169.7331583984043         23.6309466139308          88.2904507506842          10.34559918732166         787400843.4318104         154.0798364835355         
169.5567529383556         23.65234663973146         88.23879749327422         10.5947258719469          787410111.2473843         154.0816574903874         
169.3682045873111         23.67574579061432         88.18316621095045         10.86150926722908         787420060.8912129         154.0836123708141         
169.1438644389298         23.70430350704479         88.11639071793672         11.1796381088548          787431967.3993827         154.0859516243436         
168.9298821781751         23.73227811459622         88.05209019354703         11.4838107659305          787443403.3164122         154.0881983402796         
168.6587314241071         23.76877393692532         87.96973000876633         11.87030840065923         787458022.3220594         154.091070340226          
168.3788851764218         23.80768904596447         87.88365902644523         12.2704893052355          787473282.4082212         154.0940682612854         
168.1114524469188         23.84608600114403         87.80035112510672         12.65419040051792         787488053.3281384         154.0969701241338         
167.898220812144          23.87756241760517         87.73316152324998         12.96104956849895         787499978.9226533         154.0993130729257         
167.6509066289973         23.91504458456776         87.65435092641738         13.31801979901248         787513994.7376231         154.1020668047931         
167.3602865444563         23.96045358806679         87.56048476269511         13.73901185841465         787530746.7951208         154.1053583898101         
167.0918475393859         24.00373377074238         87.47252803749427         14.12938648851896         787546523.8338053         154.1084587242585         
166.8473195274119         24.04430092021879         87.39131345750206         14.48630734007122         787561179.1641452         154.111338984505          
166.6028983517691         24.08596193724587         87.30905165626149         14.84437904726344         787576127.8133349         154.1142773024549         
166.345618677031          24.13104159567649         87.22124560488615         15.22275668376118         787592221.1725415         154.1174411577886         
166.054286661896          24.18364378818184         87.12024521327973         15.65311298949966         787610938.7320187         154.1211217039017         
165.7876806066166         24.23326704912863         87.02628537223396         16.04879265227866         787628581.6768217         154.1245918144195         
165.5628950290054         24.27623773764636         86.9458752009847          16.38384017775781         787643882.076486          154.1276019369398         
165.3384494660638         24.32020138770373         86.86445490970821         16.71974669613084         787659587.9236714         154.1306926181569         
165.1239521045027         24.36322740400412         86.78554380534493         17.04209157041485         787675037.3267654         154.1337336748038         
164.9751877664092         24.39366066500167         86.73016086973145         17.26644276245672         787686026.8732095         154.1358973907772         
164.8077760280077         24.42850064389211         86.66717331807503         17.51971521410949         787698684.7174867         154.1383901549561         
164.6069098587729         24.47114651776559         86.59064181233252         17.82475421225373         787714311.2041152         154.1414684403353         
164.4396558227075         24.50737327854148         86.52609194200672         18.07974401765713         787727719.570996          154.1441105957856         
164.2785016699027         24.54290846566832         86.46316172044031         18.32631991474862         787741009.3848763         154.1467301676967         
164.1327650950968         24.57558665165963         86.40561082600203         18.55007906235269         787753365.5402961         154.1491664224814         
163.9887219676428         24.60840135404891         86.34811110267781         18.77198267504776         787765917.5547255         154.1516420233675         
163.846458580116          24.64132394935192         86.29070030482248         18.99189374261433         787778670.656142          154.1541580562262         
163.7087803679443         24.673680512257           86.23453325834636         19.20544819297304         787791375.2848346         154.1566653186601         
163.5514523354995         24.71126340120257         86.16959512599837         19.45039137382518         787806364.8842268         154.1596245620822         
163.3525707755745         24.75972327675109         86.08630888047581         19.76147104739672         787826101.6305295         154.1635227477018         
163.1512226613008         24.80989558152699         86.00056705058127         20.07812301036636         787847079.4141985         154.167668299895          
162.9576063289657         24.85922854694215         85.91670035994026         20.38432325780171         787868314.1994933         154.1718670579648         
162.7612676386581         24.91037877512936         85.83016208388055         20.69662697392741         787891049.109659          154.1763651882284         
162.5767571255059         24.95951253797677         85.74739585375751         20.99185308512543         787913662.8172343         154.18084220944           
162.4033102981352         25.00667223233015         85.6682520059761          21.27099217180753         787936171.2242858         154.1853012645079         
162.2476891753985         25.049812719567           85.59608020606699         21.52284366666144         787957532.089756          154.1895356679743         
162.1179423136257         25.08639673832575         85.53502834036888         21.73388187724191         787976286.4225516         154.1932555412786         
161.9920905740843         25.12243287892077         85.47501145360725         21.93954689717511         787995391.8953835         154.197047153466          
161.867039273847          25.15879121278407         85.41456514184243         22.14488269111996         788015365.3899697         154.2010132900905         
161.737236908315          25.19712869137043         85.35092939511307         22.35909790964141         788037261.1731622         154.2053637879362         
161.6208047932387         25.2320502352366          85.29303995052996         22.55222481590768         788058028.4318124         154.2094926150094         
161.4969149052738         25.26977879445128         85.23056378304734         22.7587846783662          788081440.3994529         154.2141502195664         
161.3037145729064         25.32983201062067         85.1312220816901          23.08322141383431         788121078.2050309         154.2220429313602         
161.1396274496931         25.38205290613531         85.04489337912699         23.36114279029261         788158297.9333366         154.2294621953115         
160.9628568102484         25.43962870241081         84.9497146590721          23.66319504146286         788202881.3545616         154.2383593618579         
160.8192830447055         25.48745236180431         84.87061325207443         23.91071614906137         788243288.2322627         154.2464322820597         
160.6739424593812         25.53688783897487         84.7887578508479          24.16346574952691         788288933.0160652         154.2555619414634         
160.5641995833526         25.5749342124517          84.72566953738605         24.35588855440515         788327254.4903915         154.2632349705236         
160.4391265130654         25.61909269966602         84.65231214471804         24.57699520074386         788375908.4754422         154.2729871939518         
160.3114365700816         25.66510506650302         84.57567936071563         24.80490012516555         788432390.3957783         154.2843223790842         
160.2050911681252         25.70419242815955         84.51038519843412         24.99656198532715         788486087.9463665         154.2951120134094         
160.1074684408952         25.74073141832306         84.44915305522362         25.17415130791912         788542166.5270621         154.3063931604484         
160.0050696353172         25.77978724322237         84.38345762858272         25.36232459729037         788609956.3236343         154.3200470877346         
159.910840671398          25.81644464678287         84.32152750612187         25.53742485598999         788682959.3150966         154.3347704204207         
159.8331984827533         25.84721635921088         84.26930983407334         25.68329931259746         788753243.9647315         154.3489632509736         
159.7588933992118         25.87719527223153         84.2182088777251          25.82445739702546         788831914.3538742         154.3648686436718         
159.6906034206591         25.90525590144657         84.17015169731934         25.95574075229834         788917376.5908664         154.3821684997165         
159.6223637565858         25.93384710656637         84.12094164183532         26.08868271528342         789020098.0098221         154.4029890349702         
159.5617923462488         25.95975882750768         84.07611966872751         26.2084593724077          789131754.2060246         154.4256509328261         
159.5126075293111         25.98123370603012         84.03881288102431         26.30722589889629         789242744.1504135         154.4482059846778         
159.4615582649348         26.00401904654638         83.9990913920734          26.41153095117532         789386324.215991          154.4774215441939         
159.4218189065751         26.02218764269422         83.96735507390443         26.49434702685387         789528006.8232515         154.506288151475          
159.3888172086248         26.03763924301284         83.94037712050986         26.56453482499809         789676059.0097355         154.5364874728621         
159.3586709708577         26.05212612125475         83.91518067086291         26.63014040190333         789848382.2865587         154.5716773903405         
159.335367844175          26.06364601435581         83.89531559468784         26.68217393960054         790019298.5983591         154.6066174016451         
159.3170181354996         26.07298261109883         83.87943783502352         26.72425944200209         790190053.7691548         154.6415573555787         
159.3004214250676         26.08170294130181         83.86493181849004         26.76349876567736         790387615.1466178         154.6820186776386         
159.2876018886879         26.08868890248661         83.85369427387653         26.79488753218973         790584657.0552022         154.7224079169391         
159.276080916586          26.09523802095273         83.84368093931221         26.82427736183666         790816144.9155672         154.769896320744          
159.2668668902744         26.10075452886053         83.83589736513416         26.84900729079979         791064198.3665127         154.8208235751226         
159.2596201759417         26.10537129565539         83.83014804652686         26.86968661323107         791329438.7463932         154.8753199172352         
159.2539715773087         26.10925660662866         83.82620986897112         26.88707847828642         791616336.250457          154.9343069925235         
159.2497253680479         26.11247723724466         83.82398800095959         26.90148819590569         791924156.3607152         154.9976371250596         
159.2466672235086         26.11511591022465         83.82335315967204         26.91329029673616         792252601.5156235         155.0652515903785         
159.2445812262962         26.1172698810815          83.8241803656427          26.92292259440654         792604209.8680928         155.1376752285578         
159.2432750055266         26.11905139716889         83.82644732160786         26.93088870349572         792990346.941928          155.2172531254691         
159.2426559061104         26.12047685875909         83.83009864001147         26.93726288490774         793407218.3773183         155.30320778233           
159.2426026907698         26.12159398837378         83.83506906415684         26.94225893864713         793855172.168413          155.3956140638184         
159.243012929734          26.1224609910206          83.84139957358532         26.946137203537           794342523.3449875         155.4961907903053         
159.2438027879977         26.1231111907472          83.84908210633765         26.94904654090239         794871395.0891382         155.6053802224851         
159.2448966993211         26.12357699234618         83.85812194391411         26.95113157417635         795444785.8719929         155.723805221729          
159.2462292980062         26.1238878614205          83.86854152303914         26.95252372572991         796066466.7483424         155.8522483032284         
159.2477392843312         26.12406923116419         83.88033501741062         26.95333636852494         796738311.8833611         155.9911000285792         
159.2493967948809         26.12414485075298         83.89369274311427         26.95367537767175         797472824.3922282         156.1429482209423         
159.2511506814038         26.12413248323143         83.90859853932427         26.95361986121248         798270512.0241966         156.3079017730633         
159.2529717928304         26.12404863318219         83.92517892696671         26.95324334870387         799139609.040616          156.4876669824371         
159.2548313864677         26.12390732780428         83.9435373387177          26.95260833081776         800086879.3180819         156.6836464528751         
159.2567106347261         26.12372010409424         83.96385249564689         26.95176619101176         801122830.7962644         156.8980176980767         
159.2585841572815         26.12349777057835         83.9862113153203          26.95076512050921         802253218.7507519         157.1319749567192         
159.2604380251987         26.12324889465287         84.01080367040622         26.94964330985283         803489053.6862056         157.387799975324          
159.2622586450043         26.12298098308437         84.03781068343726         26.94843424931866         804840935.817916          157.6676896496356         
159.2640348017983         26.12270043501904         84.06742874011782         26.94716651012445         806320342.7306025         157.9740223574481         
159.2657602278555         26.12241219096966         84.09992575219205         26.94586214304895         807942497.7937169         158.3099518799936         
159.2674268261123         26.12212091271158         84.13552999673041         26.94454199990658         809720895.8045892         158.6782736830428         
159.269030903849          26.12183003735063         84.17454995039213         26.94322144238664         811673376.9541162         159.0826825645272         
159.2705689370314         26.12154254864169         84.21730080404811         26.94191382196772         813818565.2318941         159.5270348913618         
159.2720389264587         26.12126079900504         84.26413920688057         26.94062966758194         816177734.0690857         160.0157347312852         
159.2734399314544         26.12098663449401         84.31546208749366         26.9393772534122          818774909.2989436         160.5537548784268         
159.274771958387          26.12072145118442         84.37171441979841         26.93816286165877         821637461.2400466         161.1467591072287         
159.2760351762047         26.12046638382792         84.43336394400745         26.93699165204788         824795053.9724414         161.8008840003167         
159.2772304882079         26.12022222419405         84.50092786454186         26.93586728197716         828281277.7072743         162.5230764963853         
159.2783594003319         26.11998947832825         84.57498004115878         26.93479212671568         832134376.7499164         163.3212439516428         
159.2794237762984         26.11976844872941         84.65615098215341         26.93376759638589         836397693.6335582         164.2043452269645         
159.2804255522028         26.11955931174579         84.74511594664349         26.93279449304522         841119574.5473866         165.1823700045425         
159.2813669900719         26.11936205796509         84.84262202565682         26.93187284324834         846355450.5251346         166.2667685589331         
159.2822503359259         26.11917656021545         84.9494602461709          26.93100228977517         852167156.4831066         167.4703091529955         
159.2830781231092         26.11900257808924         85.06649746347725         26.93018185316477         858625630.1147363         168.8076351607306         
159.2838529297305         26.11883988633084         85.19465736968239         26.92941021714551         865811112.153556          170.2953043577145         
159.284577222045          26.11868817496341         85.3349263692879          26.92868590048343         873814961.7175702         171.952162337664          
159.2852530352299         26.11854699460655         85.48832966228615         26.9280075972274          882740106.3529803         173.7994329496578         
159.2858826626091         26.11841592330267         85.65597268516731         26.92737355337122         892705676.813318          175.8616745626277         
159.2864685056137         26.118294667583           85.83898248036944         26.92678176306838         903846358.9924247         178.1666425148214         
159.2870122439194         26.11818287460023         86.03852771079958         26.92623071107365         916316898.1578954         180.7462177237394         
159.2875153747503         26.11807966097714         86.25577121933728         26.92571892773814         930293233.9612317         183.6366380906475         
159.287979795429          26.11798519320041         86.49190283710787         26.92524446293533         945979543.6607544         186.8799521439068         
159.2884066136914         26.11789882474711         86.74803101275143         26.92480600499197         963607141.2808537         190.5237890814751         
159.2887968116444         26.11782040293874         87.02521470970159         26.9244022894544          983443552.0861981         194.6232342574658         
159.2891513030089         26.1177493435338          87.32440733741367         26.92403209496635         1005797256.296798         199.2418108864586         
159.2894709424411         26.1176854297145          87.64639877046076         26.92369430493197         1031023539.934528         204.452693978812          
159.2897565296778         26.11762855572602         87.99175842570007         26.92338799176651         1059531828.380888         210.3402354665741         
159.2900090138129         26.11757806594682         88.36073922826395         26.92311238576644         1091791080.771748         217.00109574003           
159.2902303448821         26.11753404976496         88.75328718888591         26.9228663046285          1128345633.028874         224.5475417352718         
159.2904241347416         26.1174954714809          89.16882197331948         26.92264783956372         1169811385.898188         233.1066985993166         
159.2905958358828         26.11746208907736         89.60610465946631         26.9224544935285          1216875476.984297         242.8205366444818         
