SHAC.SunICRF.X            SHAC.SunICRF.Y            SHAC.SunICRF.Z            SHAC.Sun.RMAG             SHAC.SunICRF.VMAG         SHAC.SunICRF.FPA          SHAC.Sun.ECC              SHAC.Sun.SMA              SHAC.ElapsedDays          
-139335539.4272747        44865312.20727841         19463157.91126652         147668897.5472665         66.82111004716226         102.7404251372676         3.876840938512052         -49749226.33416428        0.4096375054868986        
-139340146.3395128        44828684.10311949         19447518.32941089         147660059.8317192         66.82178859213496         102.7282851811683         3.876822919479582         -49749541.44849508        0.4165819499321515        
-139344751.1892804        44792055.40346288         19431878.48838459         147651230.3127092         66.82247061974324         102.7161445777118         3.876805490389759         -49749846.24846722        0.4235263943774044        
-139349353.9759524        44755426.1065148          19416238.38743329         147642408.9908066         66.82315592938602         102.7040032952696         3.876788622710925         -49750141.23267826        0.4304708388153813        
-139353954.6989518        44718796.21049317         19400598.02580636         147633595.866632          66.82384433317817         102.691861304221          3.876772289723965         -49750426.86807464        0.4374152832606342        
-139358553.3576821        44682165.71378294         19384957.40282444         147624790.9408484         66.82453565494889         102.679718576839          3.876756466378804         -49750703.59244473        0.4443597277058871        
-139363149.9515609        44645534.61484879         19369316.51784149         147615994.214161          66.82522972934457         102.6675750871275         3.876741129166907         -49750971.81665079        0.4513041721511399        
-139367744.4800119        44608902.91224533         19353675.37024945         147607205.687314          66.82592640100859         102.6554308106962         3.876726256004305         -49751231.92666981        0.4582486165963928        
-139372336.9424722        44572270.60459561         19338033.95946888         147598425.3610887         66.82662552383613         102.6432857246385         3.876711826125464         -49751484.28544801        0.4651930610416457        
-139376927.3383646        44535637.690651           19322392.28497504         147589653.2362996         66.82732696029062         102.631139807441          3.876697819985569         -49751729.23460207        0.4721375054868986        
-139381515.6671376        44499004.16918918         19306750.3462537          147580889.3137949         66.82803058078775         102.6189930388599         3.876684219173167         -49751967.09595168        0.4790819499321515        
-139386101.928238         44462370.03907476         19291108.14282744         147572133.5944528         66.8287362631243          102.6068453998476         3.876671006328498         -49752198.17294095        0.4860263943774044        
-139390686.1211114        44425735.2992553          19275465.67425405         147563386.0791797         66.82944389195839         102.5946968724705         3.87665816506939          -49752422.75193246        0.4929708388153813        
-139395268.2452348        44389099.94867539         19259822.94008963         147554646.7689109         66.83015335833714         102.5825474398118         3.876645679924334         -49752641.103382          0.4999152832606342        
-139399848.3000558        44352463.98641922         19244179.93995657         147545915.6646046         66.83086455925098         102.5703970859441         3.876633536268228         -49752853.4829489         0.5068597277058871        
-139404426.2850402        44315827.41160019         19228536.67347516         147537192.7672447         66.83157739724021         102.5582457958235         3.876621720267037         -49753060.13247435        0.5138041721511399        
-139409002.1996578        44279190.22338174         19212893.14029399         147528478.0778374         66.832291780021           102.5460935552515         3.876610218824148         -49753261.28091251        0.5207486165963928        
-139413576.0433822        44242552.42097786         19197249.34008297         147519771.5974106         66.83300762014589         102.533940350816          3.876599019532037         -49753457.14517595        0.5276930610416457        
-139418147.8156908        44205914.0036504          19181605.2725322          147511073.3270122         66.83372483468959         102.5217861698417         3.876588110627509         -49753647.93091726        0.5346375054868986        
-139422717.516071         44169274.97069036         19165960.93734387         147502383.2677099         66.83444334496014         102.5096310003391         3.876577480950618         -49753833.83324815        0.5415819499321515        
-139427285.1439941        44132635.3214806          19150316.33425947         147493701.4205882         66.83516307622773         102.4974748309783         3.876567119905708         -49754015.03741493        0.5485263943774044        
-139431850.6989474        44095995.05541248         19134671.4630237          147485027.7867498         66.83588395748103         102.4853176510286         3.876557017427079         -49754191.71940441        0.5554708388153813        
-139436414.1804347        44059354.17188379         19119026.32338362         147476362.3673145         66.83660592119797         102.4731594503212         3.876547163946321         -49754364.04651465        0.5624152832606342        
-139440975.5879431        44022712.67037811         19103380.91512299         147467705.1634164         66.83732890312882         102.4610002192364         3.876537550361024         -49754532.17789542        0.5693597277058871        
-139445534.9209689        43986070.55039804         19087735.23803343         147459056.1762044         66.83805284210241         102.4488399486547         3.876528168007468         -49754696.26503023        0.5763041721511399        
-139450092.1790177        43949427.81146351         19072089.29191369         147450415.4068421         66.83877767984292         102.4366786299273         3.876519008634516         -49754856.45219249        0.5832486165963928        
-139454647.3615781        43912784.45317524         19056443.07659712         147441782.8565048         66.83950336079629         102.4245162548658         3.876510064378592         -49755012.87687781        0.5901930610416457        
-139459200.4681607        43876140.4751157          19040796.59190886         147433158.5263816         66.840229831977           102.412352815691          3.876501327742268         -49755165.67018537        0.5971375054868986        
-139463751.4982722        43839495.87691277         19025149.83769334         147424542.4176733         66.84095704281719         102.400188305026          3.876492791572498         -49755314.95719344        0.6040819499321515        
-139468300.4514213        43802850.65822212         19009502.81380674         147415934.5315918         66.84168494503021         102.3880227158701         3.876484449041225         -49755460.85729941        0.6110263943774044        
-139472847.3271126        43766204.81874227         18993855.5201235          147407334.8693595         66.84241349248161         102.3758560415814         3.876476293626944         -49755603.48454084        0.6179708388153813        
-139477392.1248789        43729558.35813211         18978207.95650059         147398743.4322107         66.84314264107381         102.3636882758376         3.876468319098634         -49755742.94788215        0.6249152832606342        
-139481934.8442158        43692911.2761723          18962560.12284747         147390160.221387          66.84387234862591         102.3515194126586         3.876460519497882         -49755879.35151495        0.6318597277058871        
-139486475.4846469        43656263.5726018          18946912.01905525         147381585.2381406         66.84460257477785         102.3393494463487         3.876452889125976         -49756012.79509581        0.6388041721511399        
-139491014.0456914        43619615.24719804         18931263.64503145         147373018.4837325         66.84533328088841         102.3271783715008         3.876445422529            -49756143.37400047        0.6457486165963928        
-139495550.5268703        43582966.2997597          18915615.00069259         147364459.9594319         66.8460644299446          102.315006182978          3.876438114485001         -49756271.17954949        0.6526930610416457        
-139500084.9277126        43546316.73008969         18899966.08595677         147355909.6665167         66.84679598647699         102.3028328758948         3.876430959991994         -49756396.29921903        0.6596375054868986        
-139504617.2477297        43509666.53805923         18884316.90077144         147347367.6062706         66.84752791647583         102.2906584456216         3.876423954255718         -49756518.81685003        0.6665819499321515        
-139509147.4864542        43473015.72350959         18868667.44507087         147338833.7799863         66.84826018732088         102.2784828877463         3.876417092680072         -49756638.81282246        0.6735263943774044        
-139513675.6434072        43436364.2863325          18853017.71881103         147330308.1889623         66.84899276770648         102.2663061980847         3.876410370856085         -49756756.36424227        0.6804708388153813        
-139518201.7181308        43399712.22638824         18837367.72193401         147321790.8345052         66.84972562757923         102.2541283726478         3.876403784553404         -49756871.54509618        0.6874152832606342        
-139522725.7101493        43363059.54360248         18821717.45441008         147313281.7179267         66.85045873807056         102.2419494076574         3.87639732971023          -49756984.42642022        0.6943597277058871        
-139527247.6190013        43326406.23788439         18806066.91620214         147304780.8405449         66.85119207144213         102.229769299515          3.876391002425915         -49757095.07643512        0.7013041721511399        
-139531767.4442071        43289752.30920717         18790416.1073007          147296288.2036825         66.85192560102637         102.2175880448142         3.876384798952122         -49757203.56069501        0.7082486165963928        
-139536285.1853082        43253097.75751005         18774765.02768137         147287803.8086692         66.85265930117939         102.2054056403066         3.876378715686567         -49757309.94220387        0.7151930610416457        
-139540800.8418407        43216442.58276271         18759113.67733278         147279327.6568391         66.85339314722866         102.1932220829107         3.876372749165247         -49757414.28154658        0.7221375054868986        
-139545314.4133421        43179786.78494851         18743462.05624935         147270859.7495315         66.85412711542746         102.1810373697001         3.876366896056049         -49757516.63700191        0.7290819499321515        
-139549825.8993511        43143130.36406393         18727810.16443102         147262400.0880904         66.85486118291132         102.1688514978966         3.876361153152527         -49757617.06465124        0.7360263943774044        
-139554335.2994077        43106473.32011817         18712158.0018831          147253948.6738641         66.85559532765674         102.1566644648626         3.876355517368031         -49757715.61848122        0.7429708388153813        
-139558842.6130527        43069815.6531326          18696505.56861605         147245505.5082054         66.85632952844239         102.1444762680958         3.876349985730166         -49757812.35048061        0.7499152832606342        
-139563347.8398285        43033157.36314042         18680852.86464531         147237070.592471          66.85706376481217         102.1322869052222         3.87634455537554          -49757907.31073206        0.7568597277058871        
-139567850.9792784        42996498.4501861          18665199.88999108         147228643.9280218         66.85779801704064         102.120096373991          3.876339223544838         -49758000.54749833        0.7638041721511399        
-139572352.0309468        42959838.91432516         18649546.64467822         147220225.5162222         66.85853226609996         102.107904672269          3.876333987578108         -49758092.10730465        0.7707486165963928        
-139576850.9943856        42923178.75560736         18633893.12872897         147211815.3584407         66.85926649362972         102.0957117980308         3.876328844910538         -49758182.03501365        0.7776930610416457        
-139581347.8691283        42886517.97414149         18618239.34219104         147203413.4560476         66.86000068190407         102.0835177493717         3.876323793067469         -49758270.37390786        0.7846375054868986        
-139585842.6547289        42849856.56999739         18602585.28509516         147195019.8104179         66.86073481380879         102.0713225244768         3.876318829661589         -49758357.16574596        0.7915819499321515        
-139590335.3507359        42813194.54327068         18586930.95748311         147186634.4229295         66.86146887281156         102.0591261216344         3.876313952388382         -49758442.45083749        0.7985263943774044        
-139594825.9566921        42776531.89408247         18571276.3594076          147178257.2949623         66.86220284293675         102.0469285392311         3.87630915902256          -49758526.26810531        0.8054708388153813        
-139599314.472161         42739868.62251392         18555621.49090397         147169888.4279007         66.86293670874508         102.0347297757316         3.876304447415434         -49758608.65513626        0.8124152832606342        
-139603800.8966937        42703204.72868737         18539966.35202527         147161527.8231308         66.86367045530672         102.0225298296956         3.876299815490731         -49758689.64824837        0.8193597277058871        
-139608285.2298295        42666540.21276602         18524310.94284216         147153175.4820401         66.86440406817991         102.0103286997742         3.876295261241538         -49758769.28254429        0.8263041721511399        
-139612767.4711277        42629875.07487226         18508655.26340757         147144831.40602           66.8651375333947          101.9981263846859         3.876290782728352         -49758847.59195125        0.8332486165963928        
-139617247.6201422        42593209.31515262         18492999.31378474         147136495.5964636         66.86587083743031         101.98592288323           3.876286378075578         -49758924.60927778        0.8401930610416457        
-139621725.6764279        42556542.93376108         18477343.09404012         147128168.0547665         66.86660396719742         101.9737181942791         3.876282045469059         -49759000.36625781        0.8471375054868986        
-139626201.6395401        42519875.93085904         18461686.60424324         147119848.7823259         66.86733691002077         101.9615123167765         3.876277783153603         -49759074.89359403        0.8540819499321515        
-139630675.5090417        42483208.30659862         18446029.84445955         147111537.780542          66.86806965362317         101.9493052497291         3.876273589430787         -49759148.2209975         0.8610263943774044        
-139635147.2844702        42446540.06120395         18430372.81478563         147103235.0508141         66.86880218610563         101.9370969922258         3.876269462655734         -49759220.377238          0.8679708388153813        
-139639616.9654031        42409871.19480813         18414715.51527853         147094940.594547          66.86953449594037         101.924887543393          3.876265401236897         -49759291.39015975        0.8749152832606342        
-139644084.5513923        42373201.70761584         18399057.94602627         147086654.4131449         66.87026657194829         101.9126769024341         3.876261403632062         -49759361.28673936        0.8818597277058871        
-139648550.0419972        42336531.59982172         18383400.10711241         147078376.5080139         66.87099840328931         101.9004650686062         3.876257468347368         -49759430.09310899        0.8888041721511399        
-139653013.4367781        42299860.87162652         18367741.99862311         147070106.8805618         66.8717299794483          101.8882520412223         3.87625359393524          -49759497.83459118        0.8957486165963928        
